number, theta_1, theta_2, theta_3, theta_4, theta_5, theta_6, theta_7, tau_1, tau_2, tau_3, tau_4, tau_5, tau_6, tau_7, m_00, m_01, m_02, m_03, m_10, m_11, m_12, m_13, m_20, m_21, m_22, m_23, m_30, m_31, m_32, m_33
20, -1.201204656946287, 0.831613348430400, -0.000001917462347, -0.000080773728607, -0.000029145689478, -0.000054857770906, -0.000002516655695, 0.156605093002319, 64.354611351013176, 0.768567295074463, -22.434153604507447, 0.452512702941895, 2.640977031707764, -0.044722724914551, 0.507770844018540, 0.818117391832162, 0.269912399023165, 263.743107071951329, -0.489108700293966, 0.531686502652985, -0.691434843057092, -683.760118483402493, -0.709183649883052, 0.219073951163479, 0.670123238412290, 1002.830105556742069, 0.000000000000000, 0.000000000000000, 0.000000000000000, 1.000000000000000
21, -1.201197676120161, 1.016447367125108, -0.000000778962261, 0.000022380575139, -0.000028810062663, -0.000046558730322, -0.000002486712390, 0.214407831192017, 74.053373119354248, 0.875092658996582, -25.807750253677369, 0.533947381973267, 2.991416294097900, -0.044388973236084, 0.456614984302136, 0.834038824267426, 0.309648180562022, 303.051504119453568, -0.356609874865123, 0.490450610429016, -0.795165137489369, -786.373172277802837, -0.815065735544957, 0.252660717849878, 0.521373578536679, 856.366583647810330, 0.000000000000000, 0.000000000000000, 0.000000000000000, 1.000000000000000
22, -1.201198245370204, 1.201188927657296, -0.000000029943305, 0.000091948962712, -0.000028378704539, -0.000037450729631, -0.000002486712390, 0.317915060043335, 81.216207780838005, 0.956967525482178, -28.304493494033814, 0.591171751022339, 3.243231935501099, -0.046057731628418, 0.400407235866870, 0.851316606169346, 0.339019293736742, 331.689415572926919, -0.208155377227384, 0.444802702206546, -0.871103837117643, -861.792675203610315, -0.892381860190344, 0.278227590598167, 0.355308349793754, 692.528194317395787, 0.000000000000000, 0.000000000000000, 0.000000000000000, 1.000000000000000
23, -1.201190365699514, 1.386033162964017, 0.000000599193348, -0.000083919575497, -0.000027803444018, -0.000023429190769, -0.000002486712390, 0.237260076522827, 85.594429136276247, 1.000986270904541, -29.769877529144289, 0.629027872085571, 3.444817949295044, -0.045557104110718, 0.339966155717477, 0.870048508208294, 0.356985442744102, 348.837375351516698, -0.048823580902505, 0.395411700581712, -0.917205454078275, -907.805395006980916, -0.939169458039675, 0.294389504581261, 0.176905479502086, 516.645792077031956, 0.000000000000000, 0.000000000000000, 0.000000000000000, 1.000000000000000
24, -1.016387805582790, 0.092358676189579, -0.000008089382908, -0.000026125615377, -0.000028186892855, -0.000084908249976, -0.000002666481303, -0.120982475280762, 8.138087837219238, 0.101243114471436, -2.885428762435913, -0.011004686355591, 0.414185832977295, -0.035878305435181, 0.751689049181861, 0.657414144808680, 0.052632837141287, 51.342061923684213, -0.653475561228517, 0.753204746178497, -0.075181787763131, -76.676449221748584, -0.089068873447144, 0.022119053769509, 0.995779836732598, 1323.487495707672906, 0.000000000000000, 0.000000000000000, 0.000000000000000, 1.000000000000000
25, -1.016387835526095, 0.277200874151651, -0.000007729845082, 0.000067650979767, -0.000027947171882, -0.000084488770999, -0.000002636537998, -0.035622617721558, 23.760286020278933, 0.304169530868530, -8.400537376403808, 0.116649675369263, 1.044309001922608, -0.039215822219849, 0.733288838516445, 0.663232885743607, 0.149698425427291, 145.333927449815150, -0.626420056615222, 0.744618850999166, -0.230522622332091, -230.532766810141595, -0.264358453576550, 0.075265569850292, 0.961483074223216, 1289.780851910510364, 0.000000000000000, 0.000000000000000, 0.000000000000000, 1.000000000000000
26, -1.016389243625009, 0.461991180475336, -0.000006591344996, 0.000020433114945, -0.000027707450910, -0.000078856211718, -0.000002516655695, 0.010081872940063, 38.799751947402953, 0.478043575286865, -13.602232522964478, 0.242983474731445, 1.634381969451904, -0.039215822219849, 0.699701563913606, 0.673260640639494, 0.239035209169176, 234.181191185817141, -0.570970230431808, 0.728075388058218, -0.379340513608187, -376.202456530852885, -0.429430689887788, 0.128943162166799, 0.893847270797940, 1223.231255396287224, 0.000000000000000, 0.000000000000000, 0.000000000000000, 1.000000000000000
27, -1.016389423393922, 0.646821124589826, -0.000005213189387, -0.000078436732741, -0.000027515813758, -0.000072504576787, -0.000002486712390, 0.098130229949951, 52.571590383529660, 0.634750308990478, -18.329405593872067, 0.358312587738037, 2.161208993911743, -0.044889600753784, 0.650745853258331, 0.688020993334203, 0.321180552335449, 315.450669798002707, -0.490362694831443, 0.703767625335558, -0.514057931606151, -509.073768969324249, -0.579719123356072, 0.177026106156595, 0.795353692236543, 1126.230242249898311, 0.000000000000000, 0.000000000000000, 0.000000000000000, 1.000000000000000
28, -1.016390561894008, 0.831594473239976, -0.000003834924695, -0.000043832307868, -0.000027228183498, -0.000065014387227, -0.000002486712390, 0.135769222259521, 64.394266717910767, 0.769887857437134, -22.462325601577760, 0.456034202575684, 2.629796350479126, -0.044722724914551, 0.588383117847868, 0.707042497444784, 0.392296078795933, 385.665939514325146, -0.387693869014775, 0.672446849940603, -0.630482908517999, -624.081676805432380, -0.709576472665192, 0.218874714875892, 0.669772415547267, 1002.505721396663716, 0.000000000000000, 0.000000000000000, 0.000000000000000, 1.000000000000000
29, -1.016391011316290, 1.016447427066259, -0.000002816306911, 0.000086705884562, -0.000026988462525, -0.000057344483296, -0.000002456769086, 0.127031599044800, 74.097733360290533, 0.877733783721924, -25.861893310546876, 0.536148319244385, 3.001095092773438, -0.044555849075317, 0.514318378100514, 0.729811616274036, 0.450390509113520, 442.419282112634448, -0.266575826312404, 0.635208750797102, -0.724877349443783, -717.793447759345213, -0.815115902662876, 0.252754520557525, 0.521249669125862, 856.154130379185972, 0.000000000000000, 0.000000000000000, 0.000000000000000, 1.000000000000000
30, -1.016393198486548, 1.201168554483502, -0.000002097231260, -0.000022590232815, -0.000026557017134, -0.000048895617105, -0.000002516655695, 0.172063964843750, 81.233683027267460, 0.958288087844849, -28.293048620223999, 0.596894187927246, 3.258417636871338, -0.045557104110718, 0.431985342834458, 0.755112501909924, 0.493146806778196, 484.289280237787182, -0.130542283994053, 0.593392073915220, -0.794257237111637, -786.724150638402875, -0.892382975894213, 0.278730974371221, 0.354910789157302, 692.224885493200873, 0.000000000000000, 0.000000000000000, 0.000000000000000, 1.000000000000000
31, -1.016399490234869, 1.386027380579129, -0.000001498037912, -0.000022889884031, -0.000026269474141, -0.000038139807436, -0.000002396827934, 0.188194961547852, 85.589724262237553, 1.001426458358765, -29.783523340225219, 0.634750308990478, 3.423290966033936, -0.046558359146118, 0.341724967939175, 0.782699869171517, 0.520197040635430, 509.426599762682713, 0.014824514310868, 0.548960676413884, -0.835716704108909, -828.854025849066147, -0.939683074266221, 0.293296932391221, 0.175990424135755, 516.627254581518969, 0.000000000000000, 0.000000000000000, 0.000000000000000, 1.000000000000000
32, -0.831588181546196, 0.092376802361046, -0.000009587420819, -0.000003115849044, -0.000026652922977, -0.000091978906017, -0.000002756420301, -0.074605859756470, 8.159595832824706, 0.103003864288330, -2.951897068023682, -0.009243936538696, 0.407177047729492, -0.035210802078247, 0.859691174847674, 0.506508971331748, 0.066179648302791, 64.904106166883508, -0.502916416289005, 0.861959939793923, -0.064032338841245, -66.422326693369953, -0.089477159745102, 0.021765205050968, 0.995751029993461, 1323.497107793967416, 0.000000000000000, 0.000000000000000, 0.000000000000000, 1.000000000000000
