number, theta_1, theta_2, theta_3, theta_4, theta_5, theta_6, theta_7, tau_1, tau_2, tau_3, tau_4, tau_5, tau_6, tau_7, m_00, m_01, m_02, m_03, m_10, m_11, m_12, m_13, m_20, m_21, m_22, m_23, m_30, m_31, m_32, m_33
0, -1.570803275882821, 0.092400710862861, 0.000006052038257, 0.000012223958818, -0.000045060648777, 0.000025406594268, -0.000018485654751, 0.108212102890015, 8.829704320907593, 0.082315053939819, -3.369634962081909, 0.038736495971680, 0.441887222290039, -0.084606050491333, 0.597512208195926, 0.801846762040518, 0.004575069613185, 2.518656616369269, -0.798448994889672, 0.595486617894955, -0.088740579599754, -90.435128286427101, -0.073880739144251, 0.049370619939038, 0.996044265216328, 1320.304717409350360, 0.000000000000000, 0.000000000000000, 0.000000000000000, 1.000000000000000
1, -1.570805013576256, 0.277207165899972, 0.000007250479495, -0.000028852037832, -0.000044916833647, 0.000037750271764, -0.000018515652598, 0.207014457702637, 26.733766412734987, 0.273796596527100, -10.078091764450074, 0.169912357330322, 1.414773365020752, -0.087109188079834, 0.596847264247149, 0.802348061359380, 0.003306296045134, 1.612254166170275, -0.771366681425262, 0.574925374478271, -0.272863072928526, -270.419646334326671, -0.220832031072651, 0.160307211983317, 0.962047198342401, 1286.601206930244189, 0.000000000000000, 0.000000000000000, 0.000000000000000, 1.000000000000000
2, -1.570802796462693, 0.461983959993687, 0.000008508807343, -0.000074601808047, -0.000044773105783, 0.000065314038443, -0.000018485654751, 0.282964567184448, 43.667952327728273, 0.442828578948975, -16.415030355453489, 0.292284469604492, 2.278022081375122, -0.092115463256836, 0.598278140111945, 0.801281904366114, 0.003252199195260, 0.660075403463634, -0.716235792930085, 0.536589292609315, -0.446181823904613, -440.792759891569460, -0.359262516817443, 0.264611490288024, 0.894936424120478, 1220.326579355700460, 0.000000000000000, 0.000000000000000, 0.000000000000000, 1.000000000000000
3, -1.570797463500087, 0.646750747242146, 0.000009827076342, -0.000093297229557, -0.000044725109229, 0.000145188867944, -0.000018216001382, 0.431504161834717, 59.183954782485962, 0.585009126663208, -22.149352321624754, 0.401891145706177, 3.046318445205689, -0.094952352523804, 0.596966838749859, 0.802265653438825, 0.000644007278854, -0.101827569066215, -0.639498229171561, 0.476335809432118, -0.603445284627436, -595.748535736086410, -0.484430189314661, 0.359824982408148, 0.797404147039340, 1123.645112852203511, 0.000000000000000, 0.000000000000000, 0.000000000000000, 1.000000000000000
4, -1.570790992037394, 0.831600824929450, 0.000011115402036, 0.000088323750235, -0.000044629203387, -0.000149143729483, -0.000018275942534, 0.465782529830933, 72.469174818038937, 0.707381238937378, -27.166168737411496, 0.500933322906494, 3.915407815933228, -0.098122993469238, 0.599289903464010, 0.800531929428390, 0.000491499498126, -0.799689259333248, -0.537736788561095, 0.403012294910793, -0.740554006388958, -730.114723218975314, -0.593035207921163, 0.443542241637023, 0.671996668183338, 1000.297003635638362, 0.000000000000000, 0.000000000000000, 0.000000000000000, 1.000000000000000
5, -1.570802616693780, 1.016354399544613, 0.000012463614340, -0.000054678056535, -0.000044389482414, -0.000167749211996, -0.000018156114772, 0.516191894531250, 83.453711448669424, 0.808624353408813, -31.214572753906246, 0.580167064666748, 4.404520900726318, -0.101293634414673, 0.598837419276880, 0.800870590056984, 0.000207979769830, -1.664710792441034, -0.419642358642792, 0.314001632245993, -0.851647383474855, -839.348288376245705, -0.682124648511194, 0.509911044132828, 0.524115150482076, 854.394915578467931, 0.000000000000000, 0.000000000000000, 0.000000000000000, 1.000000000000000
6, -1.570803036172757, 1.201223052716582, 0.000013931654406, -0.000058333212317, -0.000044341573126, -0.000162895560435, -0.000018186058077, 0.549798137664795, 91.464095561981196, 0.880815095901489, -34.230737190246586, 0.646635370254517, 4.793508481979370, -0.101794261932373, 0.601272430098875, 0.799043743179440, 0.000749192086100, -2.190666595785387, -0.285131342422299, 0.215434179734614, -0.933963720799974, -919.844939438073538, -0.746439269044341, 0.561353017884346, 0.357367047922282, 690.823732261316422, 0.000000000000000, 0.000000000000000, 0.000000000000000, 1.000000000000000
7, -1.570793568634240, 1.385950591655366, 0.000015519576774, -0.000069178906442, -0.000044389569680, -0.000157652427743, -0.000018156114772, 0.589453504562378, 96.431770421981810, 0.929675903320312, -36.050472126007080, 0.681410179138184, 5.112074459075927, -0.102962392807007, 0.600467959808102, 0.799648092631690, -0.001075729703848, -2.600865842793110, -0.144496780172139, 0.107181534293595, -0.983683281969535, -968.447247630874472, -0.786485161820476, 0.590825732900126, 0.179905651882449, 515.799950596100075, 0.000000000000000, 0.000000000000000, 0.000000000000000, 1.000000000000000
8, -1.385986933828216, 0.092423121326763, 0.000009827076342, 0.000034185000438, -0.000045396275592, -0.000198099233198, -0.000018455711446, -0.111572727203369, 9.021932031631469, 0.074391679763794, -3.476160326004028, 0.041817808151245, 0.521987625122070, -0.086608560562134, 0.732965879740152, 0.679923236813984, 0.021573390487836, 19.451187752171805, -0.676213213057358, 0.731689598684896, -0.085825530368182, -88.793623173187001, -0.074139797837528, 0.048318973672159, 0.996076586995136, 1320.312781815243852, 0.000000000000000, 0.000000000000000, 0.000000000000000, 1.000000000000000
9, -1.385986993769367, 0.277241770324846, 0.000010995519733, -0.000052820480797, -0.000045156554619, -0.000171614079996, -0.000018395770295, 0.118293975830078, 26.737127037048339, 0.279078845977783, -10.108464698791504, 0.169031982421875, 1.446980401992798, -0.091781711578369, 0.728908787664020, 0.682492501062522, 0.053814173408054, 51.641473070696563, -0.648120849151899, 0.713242751282844, -0.266878516627136, -266.010226011158693, -0.220525155392282, 0.159652008242622, 0.962226528476173, 1286.510464445583921, 0.000000000000000, 0.000000000000000, 0.000000000000000, 1.000000000000000
